"pre","post","ACD_avg","ACD_max","ACD_sum","FOUT_avg","FOUT_max","FOUT_sum","MLOC_avg","MLOC_max","MLOC_sum","NBD_avg","NBD_max","NBD_sum","NOCU","NOF_avg","NOF_max","NOF_sum","NOI_avg","NOI_max","NOI_sum","NOM_avg","NOM_max","NOM_sum","NOT_avg","NOT_max","NOT_sum","NSF_avg","NSF_max","NSF_sum","NSM_avg","NSM_max","NSM_sum","PAR_avg","PAR_max","PAR_sum","TLOC_avg","TLOC_max","TLOC_sum","VG_avg","VG_max","VG_sum"
3,"1",0.916666666666667,4,22,2.38976377952756,25,607,5.19685039370079,45,1320,1.26377952755906,5,321,24,3.73333333333333,17,112,0.25,1,6,8.3,31,249,0.75,1,18,0.466666666666667,5,14,0.0333333333333333,1,1,0.822834645669291,6,209,95.4583333333333,374,2291,1.65354330708661,11,420
1,"1",1.2,6,6,2.75438596491228,9,157,5.24561403508772,38,299,1.52631578947368,5,87,5,1,3,6,0.2,1,1,4.83333333333333,12,29,0.8,1,4,1.16666666666667,7,7,4.66666666666667,28,28,1.31578947368421,3,75,92.6,350,463,1.71929824561404,6,98
220,"1",0.944444444444444,17,187,4.14752906976744,133,11414,7.5061773255814,226,20657,1.65188953488372,9,4546,198,3.01632653061225,30,739,0.0757575757575758,1,15,10.5551020408163,155,2586,0.924242424242424,1,183,2.66122448979592,164,652,0.359183673469388,10,88,0.849927325581395,6,2339,153.641414141414,2483,30421,2.49345930232558,56,6862
1,"0",0.625,4,5,3.73809523809524,14,157,7.11904761904762,25,299,1.47619047619048,4,62,8,1.88888888888889,5,17,0,0,0,3.66666666666667,7,33,1,1,8,0,0,0,1,8,9,0.880952380952381,4,37,61.625,128,493,2.23809523809524,8,94
1,"0",0.6,2,3,6.14285714285714,17,86,7.42857142857143,17,104,1.71428571428571,5,24,5,1.8,3,9,0,0,0,2.6,4,13,1,1,5,0,0,0,0,0,0,0.642857142857143,2,9,40.6,50,203,2.07142857142857,5,29
5,"1",0.142857142857143,1,3,3.38461538461538,90,704,8.75,232,1820,1.40865384615385,6,293,21,5.14285714285714,13,108,0.0952380952380952,1,2,8.52380952380952,22,179,0.904761904761905,1,19,2,17,42,1.38095238095238,21,29,0.826923076923077,4,172,126.142857142857,582,2649,2.59615384615385,36,540
11,"1",0.8,4,8,5.25806451612903,64,326,8.32258064516129,104,516,1.69354838709677,9,105,10,2.4,10,24,0,0,0,5.9,16,59,1,1,10,0.6,3,6,0.1,1,1,0.67741935483871,3,42,82.6,227,826,1.87096774193548,8,116
15,"1",0.769230769230769,16,20,5.6973293768546,211,1920,12.4183976261128,308,4185,1.67359050445104,10,564,26,6.55172413793103,42,190,0.153846153846154,1,4,9.79310344827586,40,284,0.846153846153846,1,22,2.20689655172414,27,64,1.82758620689655,27,53,0.910979228486647,8,307,216.384615384615,1481,5626,3.14540059347181,44,1060
12,"1",1.55555555555556,5,14,4.56122448979592,59,447,9.3265306122449,159,914,1.89795918367347,7,186,9,2.6,11,39,0.111111111111111,1,1,5.2,20,78,0.888888888888889,1,8,0.866666666666667,6,13,0.333333333333333,4,5,0.959183673469388,3,94,155.333333333333,460,1398,2.87755102040816,49,282
6,"0",0.230769230769231,1,3,3.04054054054054,22,225,7.05405405405405,48,522,1.39189189189189,4,103,13,2.13333333333333,9,32,0.230769230769231,1,3,4.4,17,66,0.769230769230769,1,10,1,10,15,0.533333333333333,4,8,0.77027027027027,4,57,64.1538461538462,206,834,2.55405405405405,12,189
11,"1",3,6,6,4.05714285714286,31,142,8.88571428571429,80,311,1.62857142857143,6,57,2,7.5,15,15,0.5,1,1,12,20,24,0.5,1,1,1.5,3,3,0,0,0,1.02857142857143,3,36,223,438,446,2.65714285714286,23,93
8,"1",0.352941176470588,2,6,2.80864197530864,33,455,6.45061728395062,78,1045,1.50617283950617,7,244,17,3.94444444444444,11,71,0,0,0,8.94444444444444,37,161,1,1,17,1.72222222222222,22,31,0.0555555555555556,1,1,0.987654320987654,9,160,100.352941176471,494,1706,2.11111111111111,9,342
56,"1",1.33333333333333,13,92,5.59530791788856,114,3816,9.37243401759531,151,6392,1.59824046920821,7,1090,69,3.85365853658537,22,316,0.0144927536231884,1,1,8.12195121951219,33,666,0.985507246376812,1,68,1.10975609756098,12,91,0.158536585365854,4,13,0.793255131964809,8,541,138.507246376812,1304,9557,2.27565982404692,17,1552
9,"1",0.285714285714286,2,2,2.85185185185185,28,77,6.2962962962963,58,170,1.59259259259259,6,43,7,0,0,0,0.428571428571429,1,3,1.28571428571429,3,9,0.571428571428571,1,4,0.571428571428571,3,4,2.57142857142857,12,18,1.7037037037037,5,46,39.5714285714286,173,277,1.96296296296296,7,53
0,"0",0,0,0,3.2,6,16,9.8,24,49,2,3,10,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5,5,5,0.4,1,2,69,69,69,3.4,7,17
0,"0",0.6,2,3,2.10714285714286,18,59,6.17857142857143,29,173,1.32142857142857,3,37,5,3.2,8,16,0.2,1,1,4.2,7,21,0.8,1,4,0.8,2,4,0.6,2,3,0.821428571428571,3,23,55.8,88,279,2.39285714285714,13,67
2,"0",0,0,0,1.81481481481481,8,49,3.37037037037037,13,91,1.11111111111111,4,30,7,1.14285714285714,5,8,0.428571428571429,1,3,3.71428571428571,7,26,0.571428571428571,1,4,1.42857142857143,3,10,0.142857142857143,1,1,0.481481481481481,2,13,29.7142857142857,63,208,1.33333333333333,4,36
16,"1",0.388888888888889,6,7,4.54205607476636,61,486,8.90654205607477,118,953,1.70093457943925,5,182,18,0.807692307692308,8,21,0,0,0,3.76923076923077,15,98,1,1,18,1.19230769230769,7,31,0.153846153846154,4,4,0.747663551401869,3,80,85.7777777777778,494,1544,2.79439252336449,16,299
7,"0",0,0,0,2.29508196721311,21,280,8.20491803278689,56,1001,1.82786885245902,9,223,12,4.28571428571429,13,60,0.0833333333333333,1,1,6.92857142857143,27,97,0.916666666666667,1,11,1.07142857142857,6,15,1.78571428571429,9,25,1.59836065573771,5,195,118.583333333333,384,1423,2.90163934426229,21,354
4,"1",0.105263157894737,1,2,2.46511627906977,22,318,5.24031007751938,57,676,1.33333333333333,4,172,19,1.90909090909091,12,42,0,0,0,5.04545454545455,25,111,1,1,19,1.72727272727273,20,38,0.818181818181818,6,18,1.15503875968992,9,149,63.2105263157895,251,1201,2.18604651162791,23,282
44,"1",1.25806451612903,12,39,4.01497005988024,77,1341,5.68562874251497,93,1899,1.44610778443114,6,483,31,2.63888888888889,22,95,0.032258064516129,1,1,8.38888888888889,57,302,0.967741935483871,1,30,0.25,4,9,0.0555555555555556,1,2,0.778443113772455,6,260,101.193548387097,899,3137,1.83233532934132,13,612
104,"1",1.89189189189189,13,70,3.65607476635514,62,1956,7.01495327102804,98,3753,1.48971962616822,7,797,37,3.53191489361702,25,166,0.108108108108108,1,4,10.6808510638298,50,502,0.891891891891892,1,33,0.829787234042553,11,39,0.659574468085106,14,31,0.753271028037383,4,403,151.297297297297,1464,5598,2.26542056074766,37,1212
15,"1",0.242424242424242,3,8,3.22327790973872,46,1357,6.270783847981,79,2640,1.40142517814727,6,590,33,3.13157894736842,12,119,0.151515151515152,1,5,10.8157894736842,40,411,0.848484848484849,1,28,3.78947368421053,25,144,0.184210526315789,4,7,0.657957244655582,4,277,126.30303030303,755,4168,2.16389548693587,24,911
1,"0",2,2,2,3,6,15,5,11,25,1.6,3,8,1,4,4,4,0,0,0,5,5,5,1,1,1,0,0,0,0,0,0,0.6,2,3,48,48,48,1.2,2,6
22,"1",0.91304347826087,12,21,4.45985401459854,67,1222,6.43065693430657,81,1762,1.37591240875912,6,377,23,4.53846153846154,32,118,0.260869565217391,1,6,9.5,52,247,0.739130434782609,1,17,1.23076923076923,24,32,0.692307692307692,9,18,0.799270072992701,8,219,120.913043478261,1045,2781,2.04744525547445,26,561
6,"0",0,0,0,1.93684210526316,16,184,4.30526315789474,20,409,1.28421052631579,4,122,8,0.888888888888889,6,8,0,0,0,4.55555555555556,15,41,1,1,8,1,3,9,6,36,54,1.51578947368421,5,144,87.25,319,698,2.66315789473684,11,253
3,"0",0,0,0,0,0,0,0.45,2,9,0,0,0,3,0,0,0,1,1,3,6.66666666666667,10,20,0,0,0,0.333333333333333,1,1,0,0,0,0.65,2,13,14,21,42,0,0,0
2,"0",0,0,0,1.3015873015873,12,82,7.23809523809524,153,456,1.17460317460317,4,74,11,1.09090909090909,5,12,0.0909090909090909,1,1,3.27272727272727,11,36,0.909090909090909,1,10,14.1818181818182,95,156,2.45454545454545,10,27,0.777777777777778,2,49,82.0909090909091,284,903,2.93650793650794,51,185
1,"1",0,0,0,1.36666666666667,8,82,2.93333333333333,17,176,1.21666666666667,4,73,9,0.333333333333333,2,3,0.222222222222222,1,2,6.55555555555556,11,59,0.777777777777778,1,7,0.111111111111111,1,1,0.111111111111111,1,1,0.966666666666667,3,58,41.4444444444444,113,373,1.36666666666667,5,82
18,"1",0.459459459459459,3,17,2.3494623655914,32,874,4.20698924731183,39,1565,1.25537634408602,4,467,37,2.0377358490566,28,108,0.243243243243243,1,9,6.86792452830189,33,364,0.756756756756757,1,28,0.132075471698113,3,7,0.0754716981132075,2,4,0.682795698924731,4,254,74.5405405405405,493,2758,1.65591397849462,10,616
6,"1",3,3,3,1.91071428571429,10,107,3.98214285714286,29,223,1.30357142857143,4,73,1,3.5,4,7,0,0,0,27.5,36,55,1,1,1,0.5,1,1,0.5,1,1,0.946428571428571,3,53,332,332,332,1.41071428571429,7,79
20,"1",0.444444444444444,4,4,0.408450704225352,7,29,0.845070422535211,10,60,0.422535211267606,3,30,9,0.333333333333333,2,3,0.444444444444444,1,4,6.77777777777778,19,61,0.555555555555556,1,5,2.77777777777778,10,25,0.666666666666667,6,6,0.901408450704225,3,64,27.6666666666667,90,249,0.492957746478873,7,35
13,"1",0.875,5,7,2.04878048780488,18,84,4.21951219512195,45,173,0.804878048780488,5,33,8,0.5,3,4,0.625,1,5,5,11,40,0.375,1,3,1,7,8,0.125,1,1,1.31707317073171,3,54,40.875,159,327,1.09756097560976,8,45
0,"0",0,0,0,0.333333333333333,1,2,0.666666666666667,2,4,0.833333333333333,1,5,2,0.5,1,1,0.5,1,1,3,5,6,0.5,1,1,0,0,0,0,0,0,0.333333333333333,1,2,11.5,19,23,0.833333333333333,1,5
1,"0",0,0,0,0.333333333333333,5,7,0.952380952380952,14,20,0.19047619047619,2,4,5,0.2,1,1,0.8,1,4,4.2,11,21,0.2,1,1,0.4,2,2,0,0,0,0.666666666666667,3,14,15.4,35,77,0.428571428571429,7,9
0,"0",0,0,0,3.31818181818182,21,73,7.22727272727273,39,159,1.63636363636364,6,36,5,0,0,0,0,0,0,3.2,7,16,1,1,5,1.8,6,9,1.2,6,6,1.27272727272727,3,28,52.2,144,261,2.72727272727273,14,60
0,"0",1.3,5,13,5.74683544303798,68,454,8.77215189873418,91,693,1.49367088607595,5,118,10,3.1,9,31,0.1,1,1,7,20,70,0.9,1,9,1.8,15,18,0.9,5,9,1.34177215189873,4,106,99.7,214,997,2.24050632911392,22,177
8,"1",0,0,0,1.33333333333333,31,332,2.3574297188755,71,587,0.678714859437751,6,169,27,0.9,11,27,0.851851851851852,1,23,7.76666666666667,37,233,0.148148148148148,1,4,1.63333333333333,18,49,0.533333333333333,16,16,0.811244979919679,4,202,44.4444444444444,492,1200,0.955823293172691,20,238
8,"1",0.125,5,5,0.889473684210526,16,169,1.67894736842105,27,319,0.578947368421053,6,110,40,0.292682926829268,8,12,0.9,1,36,4.63414634146341,20,190,0.1,1,4,0.341463414634146,6,14,0,0,0,0.531578947368421,4,101,20.25,206,810,0.621052631578947,8,118
2,"1",0,0,0,1.92222222222222,21,173,3.36666666666667,34,303,1.03333333333333,7,93,10,0.909090909090909,7,10,0.8,1,8,8.18181818181818,40,90,0.2,1,2,0.909090909090909,8,10,0,0,0,0.7,2,63,54,405,540,1.38888888888889,13,125
4,"1",0,0,0,2.29885057471264,20,200,3.82758620689655,42,333,1.47126436781609,7,128,12,1,3,12,0,0,0,7.25,11,87,1,1,12,0.666666666666667,1,8,0,0,0,0.482758620689655,2,42,55.25,136,663,1.80459770114943,15,157
16,"1",0.5,4,10,4.30585106382979,43,1619,7.10372340425532,78,2671,1.84840425531915,7,695,20,3.3030303030303,17,109,0,0,0,11.2424242424242,77,371,1,1,20,0.818181818181818,10,27,0.151515151515152,2,5,0.734042553191489,4,276,199.05,1089,3981,2.40691489361702,16,905
3,"1",0,0,0,2.8974358974359,24,339,6.70940170940171,52,785,1.31623931623932,9,154,16,1.38888888888889,9,25,0.6875,1,11,6.33333333333333,33,114,0.3125,1,5,1.27777777777778,14,23,0.166666666666667,3,3,0.829059829059829,3,97,72.1875,736,1155,2.00854700854701,13,235
0,"0",0,0,0,2.52173913043478,9,58,4.34782608695652,20,100,1.82608695652174,5,42,5,0.666666666666667,2,4,0,0,0,3.16666666666667,7,19,1,1,5,0.666666666666667,2,4,0.666666666666667,3,4,0.739130434782609,2,17,40.4,82,202,1.91304347826087,6,44
0,"0",0,0,0,8.04545454545454,17,177,10.0909090909091,26,222,2.40909090909091,4,53,8,0.25,2,2,0,0,0,2.75,8,22,1,1,8,0,0,0,0,0,0,0.818181818181818,2,18,46.375,87,371,3.09090909090909,12,68
3,"0",0,0,0,1.88461538461538,6,49,4.42307692307692,12,115,1.5,3,39,4,1.25,3,5,0.25,1,1,3.5,8,14,0.75,1,3,14.25,51,57,3,8,12,0.884615384615385,3,23,76.25,122,305,2.03846153846154,6,53
21,"1",3.5,28,35,6.70807453416149,84,1080,10.9130434782609,116,1757,1.5776397515528,6,254,10,9.5,31,95,0,0,0,15.5,44,155,1,1,10,3.1,17,31,0.6,6,6,0.732919254658385,4,118,232.5,886,2325,2.71428571428571,31,437
4,"0",0.555555555555556,10,10,4.51020408163265,29,442,7.86734693877551,58,771,1.35714285714286,7,133,18,2.1,13,42,0.0555555555555556,1,1,4.9,23,98,0.944444444444444,1,17,3.6,15,72,0,0,0,0.693877551020408,3,68,67.3888888888889,394,1213,2.56122448979592,20,251
0,"0",0,0,0,1.8,6,18,3,8,30,1,2,10,2,1,2,2,0.5,1,1,5,8,10,0.5,1,1,0,0,0,0,0,0,0.8,2,8,32,58,64,1.3,3,13
4,"1",0,0,0,3.69387755102041,23,181,8.26530612244898,46,405,1.69387755102041,6,83,9,2.1,10,21,0.222222222222222,1,2,4.5,11,45,0.777777777777778,1,7,0.4,2,4,0.4,3,4,1.42857142857143,6,70,71,164,639,3.02040816326531,19,148
8,"1",0.861111111111111,10,31,5.08791208791209,81,1852,7.38186813186813,97,2687,1.51648351648352,6,552,36,2.70731707317073,20,111,0.0277777777777778,1,1,7.8780487804878,42,323,0.972222222222222,1,35,2.36585365853659,27,97,1,15,41,0.747252747252747,9,272,116.972222222222,540,4211,2.50274725274725,24,911
28,"1",0.862068965517241,8,25,5.33440514469453,36,1659,7.98713826366559,56,2484,1.58842443729904,6,494,29,2.97222222222222,14,107,0,0,0,8.5,39,306,1,1,29,0.944444444444444,6,34,0.111111111111111,3,4,1.05787781350482,6,329,138.931034482759,677,4029,2.54662379421222,20,792
2,"0",0.416666666666667,2,5,3.18965517241379,17,370,5.83620689655172,35,677,1.43103448275862,4,166,12,3.83333333333333,13,46,0,0,0,8.41666666666667,22,101,1,1,12,1,5,12,1.25,7,15,1.28448275862069,6,149,96.1666666666667,221,1154,2.01724137931034,13,234
2,"0",0,0,0,0.506666666666667,12,38,0.693333333333333,12,52,0.333333333333333,4,25,19,0,0,0,0.842105263157895,1,16,2.94736842105263,8,56,0.157894736842105,1,3,1.52631578947368,12,29,1,12,19,0.88,9,66,14.7894736842105,63,281,0.346666666666667,5,26
25,"1",1.375,11,11,3.140625,25,402,5.265625,35,674,1.390625,4,178,8,3.6,25,36,0.375,1,3,12.5,75,125,0.625,1,5,1,4,10,0.3,3,3,0.8125,4,104,130.625,758,1045,1.71875,7,220
21,"0",0.307692307692308,2,4,3.734375,24,478,5.4296875,35,695,1.4296875,5,183,13,2.22222222222222,10,40,0,0,0,6.88888888888889,27,124,1,1,13,0.5,3,9,0.222222222222222,2,4,0.7578125,5,97,90.1538461538462,340,1172,1.828125,10,234
3,"0",0,0,0,2.88235294117647,9,98,5.70588235294118,21,194,1.38235294117647,4,47,11,1.09090909090909,2,12,0.0909090909090909,1,1,3.09090909090909,14,34,0.909090909090909,1,10,0,0,0,0,0,0,0.823529411764706,4,28,31.3636363636364,168,345,2.35294117647059,9,80
12,"1",0.875,3,7,4.36046511627907,19,375,7.61627906976744,28,655,2,6,172,8,2.22222222222222,4,20,0,0,0,8.11111111111111,26,73,1,1,8,0.666666666666667,5,6,1,5,9,1.11627906976744,4,96,126.375,292,1011,2.63953488372093,8,227
22,"1",0.71875,8,23,2.89056603773585,87,1532,5.53962264150943,137,2936,1.33207547169811,8,706,32,2.56756756756757,16,95,0.3125,1,10,13.6216216216216,42,504,0.6875,1,22,1.16216216216216,13,43,0.567567567567568,17,21,0.750943396226415,4,398,133.5625,743,4274,2.18301886792453,50,1157
21,"1",0.421052631578947,2,8,2.47697368421053,31,753,5.10197368421053,51,1551,1.12171052631579,5,341,19,7.57142857142857,57,159,0.315789473684211,1,6,12.952380952381,31,272,0.684210526315789,1,13,1.76190476190476,11,37,1.38095238095238,13,29,1.10855263157895,9,337,135.947368421053,351,2583,1.625,20,494
3,"1",1.5,5,6,2,14,56,6.64285714285714,43,186,1.57142857142857,6,44,4,1.83333333333333,5,11,0.5,1,2,3.33333333333333,11,20,0.5,1,2,0.5,3,3,1.33333333333333,8,8,1.25,4,35,72.25,155,289,2.42857142857143,13,68
12,"1",1.4,13,42,2.5812133072407,37,1319,4.78277886497065,74,2444,1.22504892367906,5,626,30,3.34375,15,107,0.166666666666667,1,5,15.0625,54,482,0.833333333333333,1,25,1.21875,8,39,0.90625,27,29,0.98825831702544,7,505,130.333333333333,730,3910,1.55577299412916,19,795
12,"1",0.307692307692308,2,4,2.57926829268293,17,423,5.51219512195122,67,904,1.49390243902439,7,245,13,1.46666666666667,5,22,0,0,0,6.2,27,93,1,1,13,1.26666666666667,11,19,4.6,38,69,0.920731707317073,4,151,108.307692307692,381,1408,2.13414634146341,28,350
7,"1",1.07692307692308,6,14,1.625,30,169,5.64423076923077,170,587,1.46153846153846,6,152,13,1.21428571428571,4,17,0.307692307692308,1,4,4.21428571428571,14,59,0.692307692307692,1,9,1.21428571428571,9,17,3.21428571428571,29,45,1.03846153846154,4,108,70.3076923076923,276,914,1.79807692307692,6,187
8,"1",0.666666666666667,8,46,2.08321964529331,43,1527,4.5743519781719,97,3353,1.32469304229195,6,971,69,1.55128205128205,11,121,0.449275362318841,1,31,9.35897435897436,78,730,0.550724637681159,1,38,0.448717948717949,9,35,0.0256410256410256,2,2,0.982264665757162,4,720,77.768115942029,859,5366,1.81446111869031,31,1330
9,"1",1,2,3,2.56410256410256,40,200,5.91025641025641,89,461,1.57692307692308,5,123,3,2.57142857142857,10,18,0,0,0,10.2857142857143,31,72,1,1,3,0.857142857142857,4,6,0.857142857142857,6,6,0.551282051282051,4,43,235,348,705,2.55128205128205,29,199
6,"1",0.5,4,5,2.06666666666667,16,372,3.87222222222222,26,697,1.03333333333333,3,186,10,4.72727272727273,24,52,0.5,1,5,16.1818181818182,53,178,0.5,1,5,0.272727272727273,2,3,0.0909090909090909,1,1,0.633333333333333,4,114,118.5,650,1185,1.51666666666667,7,273
0,"0",0,0,0,0.65,5,13,2.95,17,59,0.55,3,11,14,0.142857142857143,2,2,0.928571428571429,1,13,1.42857142857143,6,20,0.0714285714285714,1,1,1.5,12,21,0,0,0,1.25,4,25,12.7142857142857,83,178,1.05,6,21
12,"1",1.21212121212121,10,40,5.49240121580547,38,1807,9.81155015197568,74,3228,1.88145896656535,7,619,33,2.19512195121951,19,90,0,0,0,7.75609756097561,35,318,1,1,33,1.02439024390244,6,42,0.146341463414634,2,6,0.911854103343465,3,300,141.121212121212,835,4657,2.8145896656535,14,926
3,"1",3.25,17,65,6.26959247648903,34,2000,10.3824451410658,89,3312,1.68965517241379,6,539,20,5.8695652173913,16,135,0,0,0,13.7391304347826,37,316,1,1,20,1.56521739130435,7,36,0.0434782608695652,1,1,0.677115987460815,4,216,228.6,598,4572,2.46708463949843,21,787
2,"1",4,15,16,3.63636363636364,16,120,7.72727272727273,40,255,1.96969696969697,8,65,4,0,0,0,0.5,1,2,0.5,1,3,0.5,1,2,11.5,43,69,2.5,15,15,1.48484848484848,4,49,118,246,472,2.45454545454545,8,81
38,"1",0.964285714285714,10,27,7.34977578475336,229,1639,12.1838565022422,177,2717,1.75784753363229,6,392,28,4.4,80,132,0.107142857142857,1,3,6.36666666666667,28,191,0.892857142857143,1,25,11.0333333333333,162,331,1.06666666666667,5,32,0.905829596412556,6,202,146.178571428571,888,4093,3.11659192825112,23,695
3,"1",0.111111111111111,1,1,4.54385964912281,31,259,7.6140350877193,44,434,1.49122807017544,3,85,9,1.7,5,17,0,0,0,5.5,12,55,1,1,9,1,8,10,0.1,1,1,0.754385964912281,3,43,79.7777777777778,214,718,2.49122807017544,8,142
22,"1",1.46296296296296,11,79,5.45923460898502,80,3281,9.18136439267887,178,5518,1.56073211314476,9,938,54,3.73611111111111,20,269,0.0185185185185185,1,1,8.22222222222222,52,592,0.981481481481482,1,53,1.20833333333333,26,87,0.0694444444444444,1,5,0.885191347753744,8,532,149.685185185185,652,8083,2.25457570715474,19,1355
2,"1",1.75,6,14,4.88461538461539,79,635,8.09230769230769,106,1052,1.66153846153846,6,216,8,4.81818181818182,15,53,0,0,0,11.5454545454545,43,127,1,1,8,1.63636363636364,9,18,0.0909090909090909,1,1,1.2,9,156,189,478,1512,2.46153846153846,19,320
2,"0",0,0,0,3.30769230769231,31,215,7.67692307692308,48,499,1.58461538461538,5,103,15,1,8,15,0,0,0,4.26666666666667,11,64,1,1,15,0.466666666666667,3,7,0.0666666666666667,1,1,1.16923076923077,4,76,53.8666666666667,196,808,2.87692307692308,19,187
0,"1",0.0909090909090909,1,1,3.25773195876289,15,316,6.83505154639175,38,663,1.70103092783505,7,165,11,2.69230769230769,8,35,0,0,0,7.38461538461539,24,96,1,1,11,2.84615384615385,9,37,0,0,0,0.88659793814433,4,86,95.9090909090909,251,1055,2.49484536082474,10,242
1,"0",1,1,2,1.16666666666667,5,14,1.33333333333333,6,16,1.16666666666667,2,14,2,1.5,2,3,0,0,0,6,7,12,1,1,2,0,0,0,0,0,0,0.75,2,9,32,35,64,1,1,12
0,"1",1,1,1,7,22,35,20.8,58,104,2.8,4,14,1,1,1,1,0,0,0,5,5,5,1,1,1,0,0,0,0,0,0,1,3,5,129,129,129,6.6,16,33
0,"1",0.6,3,3,2.35,16,94,4.8,29,192,1.55,5,62,5,1,2,5,0,0,0,6.8,14,34,1,1,5,1.6,3,8,0.8,2,4,0.65,2,26,65.6,84,328,1.95,6,78
2,"0",1,8,15,5.20689655172414,48,604,8.32758620689655,50,966,1.5948275862069,5,185,15,2.41176470588235,21,41,0.0666666666666667,1,1,6.05882352941176,25,103,0.933333333333333,1,14,2.17647058823529,15,37,0.764705882352941,9,13,0.724137931034483,4,84,101.533333333333,499,1523,2.36206896551724,13,274
1,"0",0.166666666666667,1,2,2.72727272727273,11,210,3.92207792207792,29,302,1.4025974025974,4,108,12,1.25,4,15,0.166666666666667,1,2,6.08333333333333,15,73,0.833333333333333,1,10,1.41666666666667,5,17,0.25,2,3,0.662337662337662,2,51,47.0833333333333,133,565,1.63636363636364,7,126
0,"0",0,0,0,3.5,4,7,12.5,15,25,3,4,6,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,2,2,3,4,39,39,39,4.5,5,9
26,"1",0.764705882352941,6,52,3.67185289957567,57,2596,6.12729844413013,86,4332,1.49080622347949,6,1054,68,3.01298701298701,18,232,0.117647058823529,1,8,8.64935064935065,42,666,0.882352941176471,1,60,1.58441558441558,17,122,0.363636363636364,7,28,0.722772277227723,8,511,103,540,7004,2.03253182461103,20,1437
5,"1",0.53125,11,17,5.21161825726141,36,1256,8.63485477178423,56,2081,1.65145228215768,8,398,32,2.42424242424242,14,80,0.0625,1,2,6.84848484848485,60,226,0.9375,1,30,1.36363636363636,13,45,0.272727272727273,3,9,0.867219917012448,5,209,96.90625,847,3101,2.7551867219917,24,664
1,"0",0,0,0,3.15,21,63,6.95,28,139,1.65,4,33,4,0.5,2,2,0.25,1,1,4.25,12,17,0.75,1,3,6.75,18,27,0.75,2,3,0.85,2,17,77.25,211,309,2.75,10,55
1,"1",1.15384615384615,14,30,5.80821917808219,118,1696,9.70205479452055,120,2833,1.73287671232877,6,506,26,3.32352941176471,41,113,0.115384615384615,1,3,7.26470588235294,51,247,0.884615384615385,1,23,2.73529411764706,25,93,1,28,34,0.832191780821918,5,243,155.653846153846,1178,4047,2.79452054794521,26,816
2,"1",0.586206896551724,11,17,5.23796033994334,37,1849,8.38243626062323,61,2959,1.53541076487252,5,542,29,3.44827586206897,12,100,0.0689655172413793,1,2,12,40,348,0.931034482758621,1,27,2.44827586206897,9,71,0.103448275862069,2,3,0.824362606232295,5,291,147.241379310345,576,4270,2.32011331444759,13,819
2,"0",0.4,1,2,5.97142857142857,40,209,10.3428571428571,74,362,1.68571428571429,4,59,5,1.6,4,8,0,0,0,5.4,10,27,1,1,5,1,3,5,1.6,5,8,0.771428571428571,3,27,112.6,347,563,2.65714285714286,18,93
3,"1",1.33333333333333,4,4,3.84848484848485,23,127,8.09090909090909,50,267,1.48484848484848,6,49,3,1.2,3,6,0,0,0,3.8,7,19,1,1,3,3.6,9,18,2.8,13,14,0.636363636363636,2,21,145.333333333333,162,436,2.75757575757576,15,91
1,"0",5,5,5,9.8,43,98,13.6,85,136,1.1,2,11,1,9,9,9,0,0,0,10,10,10,1,1,1,0,0,0,0,0,0,0.7,2,7,180,180,180,1.8,3,18
0,"0",0.111111111111111,1,1,0.821428571428571,20,23,1.82142857142857,28,51,0.642857142857143,4,18,9,0.555555555555556,3,5,0.444444444444444,1,4,3,6,27,0.555555555555556,1,5,0.666666666666667,6,6,0.111111111111111,1,1,0.678571428571429,3,19,16.3333333333333,61,147,0.714285714285714,5,20
0,"0",0.5,2,2,4.46153846153846,36,174,6.87179487179487,36,268,1.76923076923077,4,69,4,2.4,4,12,0.25,1,1,6.2,11,31,0.75,1,3,18,82,90,1.6,5,8,0.794871794871795,3,31,121.5,204,486,1.8974358974359,4,74
0,"0",0.666666666666667,3,4,2.4390243902439,12,100,3.73170731707317,16,153,1.51219512195122,4,62,6,0.666666666666667,2,4,0,0,0,6.66666666666667,15,40,1,1,6,0.333333333333333,2,2,0,0,0,1.02439024390244,4,42,50.1666666666667,144,301,1.68292682926829,6,69
0,"0",0,0,0,5.54700854700855,71,649,8.35042735042735,86,977,1.67521367521368,6,196,15,2.125,6,34,0.266666666666667,1,4,7.3125,22,117,0.733333333333333,1,11,2.8125,44,45,0,0,0,0.905982905982906,6,106,90.9333333333333,658,1364,2.85470085470085,17,334
0,"0",2.5,3,5,4.51724137931035,30,131,7.3448275862069,45,213,1.44827586206897,3,42,2,2.66666666666667,6,8,0,0,0,9.66666666666667,19,29,1,1,2,3,7,9,0,0,0,0.758620689655172,3,22,160.5,228,321,1.89655172413793,5,55
0,"0",0.285714285714286,1,2,2.4390243902439,14,200,5.07317073170732,27,416,1.45121951219512,4,119,7,2.875,6,23,0,0,0,10.125,24,81,1,1,7,2.25,16,18,0.125,1,1,0.914634146341463,3,75,95.7142857142857,301,670,1.95121951219512,7,160
